"tablescraper-selected-row href","object-contain src","text-[16px]","text-[14px]","text-[14px] 2","text-se-neutral-80","tooltip-content","text-14","rounded-[8px] 2"
"https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-tu-van-thiet-ke-website-duoc-dao-tao-c13p122id200813649.html?open_from=0201_2_18&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2026/04/02/images-8_177511985842.w-128.h-128.png?v=220513","Nhân Viên Kinh Doanh - Tư Vấn Thiết Kế Website (Được Đào Tạo)","Công Ty TNHH Công Nghệ Phần Mềm Nasani","7 - 15 triệu","TP.HCM","TP.HCM","Còn 17 ngày","Ngày hết hạn nộp hồ sơ 20/05/2026"
"https://vieclam24h.vn/dien-dien-tu-dien-lanh/nhan-vien-thiet-ke-ky-thuat-tai-bac-ninh-c41p90id200796591.html?open_from=0201_2_19&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2025/09/10/z6993745494745_36a18c31484c45c07fc135e485e94f68_175746903275.w-128.h-128.jpg?v=220513","Nhân Viên Thiết Kế / Kỹ Thuật Tại Bắc Ninh","Công Ty TNHH Betates Design","10 - 20 triệu","Bắc Ninh","Bắc Ninh","Còn 7 ngày","Ngày hết hạn nộp hồ sơ 10/05/2026"
"https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-dich-vu-cntt-quan-1-c13p122id200790405.html?open_from=0201_2_20&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2026/03/31/img-1774920288021_177492028863.w-128.h-128.png?v=220513","Nhân Viên Kinh Doanh Dịch Vụ CNTT - Quận 1","Công Ty TNHH Phần Mềm Hào Quang Việt","6 - 15 triệu","TP.HCM","TP.HCM","Còn 1 ngày","Ngày hết hạn nộp hồ sơ 04/05/2026"
"https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-phan-mem-c13p73id200789567.html?open_from=0201_2_21&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/upload/files_cua_nguoi_dung/logo/2015/05/11/1431321298_TCsoft_Untitled.w-128.h-128.png?v=220513","Nhân Viên Kinh Doanh Phần Mềm","CÔNG TY TNHH THƯƠNG MẠI VÀ PHÁT TRIỂN CÔNG NGHỆ PHẦN MỀM TCSOFT","10 - 30 triệu","Hà Nội","Hà Nội","Còn 1 ngày","Ngày hết hạn nộp hồ sơ 03/05/2026"
"https://vieclam24h.vn/van-hanh-bao-tri-bao-duong/nhan-vien-ky-thuat-dien-dien-tu-tai-dak-lak-c10p114id200780356.html?open_from=0201_2_22&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2026/03/20/395397754_854194453373333_2971732647017934014_n_177397558884.w-128.h-128.jpg?v=220513","Nhân Viên Kỹ Thuật Điện - Điện Tử Tại Đắk Lắk","Công Ty TNHH Smarthome Minh Phong","8 - 12 triệu","Đắk Lắk","Đắk Lắk","Còn 11 ngày","Ngày hết hạn nộp hồ sơ 14/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-ky-thuat-thay-the-linh-kien-laptop-dien-thoai-c7p122id200788538.html?open_from=0201_2_23&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/upload/files_cua_nguoi_dung/logo/2020/02/02/1822551_vieclam24h_1580655040.w-128.h-128.png?v=220513","Nhân Viên Kỹ Thuật Thay Thế Linh Kiện Laptop / Điện Thoại","Trung Tâm Capcuulaptop.Com - Công Ty Cổ Phần Đại Hào","12 - 25 triệu","TP.HCM","TP.HCM","Còn 12 ngày","Ngày hết hạn nộp hồ sơ 15/05/2026"
"https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-tu-van-cham-soc-khach-hang-c13p73id200796966.html?open_from=0201_2_24&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/upload/files_cua_nguoi_dung/logo/2015/05/11/1431321298_TCsoft_Untitled.w-128.h-128.png?v=220513","Nhân Viên Tư Vấn - Chăm Sóc Khách Hàng","CÔNG TY TNHH THƯƠNG MẠI VÀ PHÁT TRIỂN CÔNG NGHỆ PHẦN MỀM TCSOFT","10 - 30 triệu","Hà Nội","Hà Nội","Còn 7 ngày","Ngày hết hạn nộp hồ sơ 10/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-thiet-ke-web-design-layout-web-c7p122id200789315.html?open_from=0201_2_25&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/upload/files_cua_nguoi_dung/logo/2018/02/26/1519643821_thit_k_web.w-128.h-128.png?v=220513","Nhân Viên Thiết Kế Web- Design Layout Web","Công Ty Cổ Phần Thiết Kế Web","7 - 10 triệu","TP.HCM","TP.HCM","Còn 28 ngày","Ngày hết hạn nộp hồ sơ 31/05/2026"
"https://vieclam24h.vn/it-phan-mem/chuyen-vien-phan-tich-du-lieu-ba-c8p122id200814564.html?open_from=0201_2_26&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/tvn/asset/home/img/employer/5f7553e1d85bc_1601524705.w-128.h-128.png?v=220513","Chuyên Viên Phân Tích Dữ Liệu (Ba)","Công Ty TNHH In 3D Thành Danh","12 - 15 triệu","TP.HCM","TP.HCM","Còn 28 ngày","Ngày hết hạn nộp hồ sơ 31/05/2026"
"https://vieclam24h.vn/it-phan-mem/mobile-developer-ios-x1-headcount-android-x1-headcount-c8p122id200815957.html?open_from=0201_2_27&search_id=8934079a3f634e9eeb36b3c501feb62a","","Mobile Developer (Ios X1 Headcount / Android X1 Headcount)","Công Ty TNHH Iotlink","20 - 35 triệu","TP.HCM, Đà Nẵng","TP.HCM, Đà Nẵng","Còn 26 ngày","Ngày hết hạn nộp hồ sơ 29/05/2026"
"https://vieclam24h.vn/it-phan-mem/thuc-tap-sinh-cong-nghe-thong-tin-full-time-duoc-dao-tao-co-luong-c8p122id200816835.html?open_from=0201_2_28&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2024/05/23/nina%20logo_171642897773.w-128.h-128.png?v=220513","Thực Tập Sinh Công Nghệ Thông Tin Full Time (Được Đào Tạo+ Có Lương)","Công Ty TNHH Thương Mại Và Dịch Vụ Nina","4 - 20 triệu","TP.HCM","TP.HCM","Còn 28 ngày","Ngày hết hạn nộp hồ sơ 31/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/ky-su-t-c-dien-nhe-c7p73id200252983.html?open_from=0201_2_29&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2021/11/29/images/img_vieclam24h_vn_163817046560.w-128.h-128.png?v=220513","Kỹ Sư T&c Điện Nhẹ","Công Ty Cổ Phần Viễn Thông Đầu Tư Và Thương Mại Quốc Tế","10 - 16 triệu","Hà Nội, Đà Nẵng, Kiên Giang, +1","Hà Nội, Đà Nẵng, Kiên Giang, Hưng Yên","Còn 58 ngày","Ngày hết hạn nộp hồ sơ 30/06/2026"
"https://vieclam24h.vn/it-phan-mem/chuyen-vien-phan-tich-nghiep-vu-c8p73id200816220.html?open_from=0201_2_30&search_id=8934079a3f634e9eeb36b3c501feb62a","","Chuyên Viên Phân Tích Nghiệp Vụ","Công ty TNHH Công nghệ Truyền thông Truyền hình","20 - 35 triệu","Hà Nội","Hà Nội","Còn 28 ngày","Ngày hết hạn nộp hồ sơ 31/05/2026"
"https://vieclam24h.vn/it-phan-mem/crm-loyalty-specialist-c8p122id200815778.html?open_from=0201_3_1&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2024/09/17/STELLA_172653986670.w-128.h-128.jpg?v=220513","CRM Loyalty Specialist","Công Ty TNHH Động Học Stella","18 - 25 triệu","TP.HCM","TP.HCM","Còn 17 ngày","Ngày hết hạn nộp hồ sơ 20/05/2026"
"https://vieclam24h.vn/it-phan-mem/chuyen-vien-ai-specialist-llm-prompt-engineering-c8p73id200790113.html?open_from=0201_3_2&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2024/06/21/img-1718956848677_171895684825.w-128.h-128.png?v=220513","Chuyên Viên Ai Specialist (Llm & Prompt Engineering)","Công Ty Cổ Phần Azeus Global","10 - 25 triệu","Hà Nội","Hà Nội","Còn 11 ngày","Ngày hết hạn nộp hồ sơ 14/05/2026"
"https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/ky-su-ban-ve-cad-ong-gio-duong-ong-tran-vach-he-thong-dien-c3p99id200815614.html?open_from=0201_3_3&search_id=8934079a3f634e9eeb36b3c501feb62a","","Kỹ Sư Bản Vẽ Cad (Ống Gió, Đường Ống, Trần Vách, Hệ Thống Điện)","CÔNG TY TNHH KAI XIN VIỆT NAM","18 - 25 triệu","Nghệ An","Nghệ An","Còn 27 ngày","Ngày hết hạn nộp hồ sơ 30/05/2026"
"https://vieclam24h.vn/it-phan-mem/nhan-vien-kiem-thu-phan-mem-c8p73id200815596.html?open_from=0201_3_4&search_id=8934079a3f634e9eeb36b3c501feb62a","","Nhân Viên Kiểm Thử Phần Mềm","Công Ty Cổ Phần Giải Pháp Công Nghệ Netline","10 - 18 triệu","Hà Nội","Hà Nội","Còn 27 ngày","Ngày hết hạn nộp hồ sơ 30/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-it-c7p73id200809991.html?open_from=0201_3_5&search_id=8934079a3f634e9eeb36b3c501feb62a","","Nhân Viên IT","Công Ty TNHH Thương Mại Thành Thái","10 - 15 triệu","Hà Nội","Hà Nội","Còn 18 ngày","Ngày hết hạn nộp hồ sơ 21/05/2026"
"https://vieclam24h.vn/it-phan-mem/nhan-vien-video-editor-c8p73id200464184.html?open_from=0201_3_6&search_id=8934079a3f634e9eeb36b3c501feb62a","","Nhân Viên Video Editor","Công Ty Cổ Phần Cung Cứng Công Nghệ & Giải Pháp Bepos Việt Nam","14 - 16 triệu","Hà Nội","Hà Nội","Còn 7 ngày","Ngày hết hạn nộp hồ sơ 10/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-ky-thuat-may-tinh-may-in-camera-c7p122id200814834.html?open_from=0201_3_7&search_id=8934079a3f634e9eeb36b3c501feb62a","","Nhân Viên Kỹ Thuật Máy Tinh- Máy In- Camera","Công Ty TNHH Dịch Vụ Tin Học Tâm Đức Computer","8 - 12 triệu","TP.HCM","TP.HCM","Còn 58 ngày","Ngày hết hạn nộp hồ sơ 30/06/2026"
"https://vieclam24h.vn/quan-ly-tieu-chuan-va-chat-luong/nhan-vien-qa-engineer-client-facing-documentation-user-support-c28p73id200814684.html?open_from=0201_3_8&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/old_employer_avatar/images/b8879115849efa5469fae84c5ce3d17f_1449198938_logo_idb_final.w-128.h-128.jpeg?v=220513","Nhân Viên QA Engineer (Client-Facing, Documentation & User Support)","Công Ty Cổ Phần Phân Phối Quốc Tế","8 - 20 triệu","Hà Nội","Hà Nội","Còn 27 ngày","Ngày hết hạn nộp hồ sơ 30/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-it-viet-uc-nghe-an-c7p99id200812403.html?open_from=0201_3_9&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2023/04/11/vi%E1%BB%87t%20%C3%BAc_168120582338.w-128.h-128.jpg?v=220513","Nhân Viên IT - Việt Úc Nghệ An","Công Ty Cổ Phần Thủy Sản Việt Úc","Thoả thuận","Nghệ An","Nghệ An","Còn 27 ngày","Ngày hết hạn nộp hồ sơ 30/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/it-nhan-vien-van-hanh-ho-tro-he-thong-tieng-trung-binh-duong-c7p119id200814239.html?open_from=0201_3_10&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/tvn/images/old_employer_avatar/images/f2ac86da3f625d5ce1af038322bc21ce_5ba4b64d1ed06_1537521229.w-128.h-128.jpeg?v=220513","IT Nhân Viên Vận Hành & Hỗ Trợ Hệ Thống (Tiếng Trung) - Bình Dương","Công Ty TNHH Polytex Far Eastern (Việt Nam)","12 - 18 triệu","Bình Dương","Bình Dương","Còn 28 ngày","Ngày hết hạn nộp hồ sơ 31/05/2026"
"https://vieclam24h.vn/thong-tin-truyen-thong-quang-cao/nhan-vien-video-editor-c24p73id200814147.html?open_from=0201_3_11&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2023/07/17/logo-03_168958945592.w-128.h-128.png?v=220513","Nhân Viên Video Editor","Công Ty TNHH Truyền Thông Quảng Cáo Và Thương Mại Leone","13 - 20 triệu","Hà Nội","Hà Nội","Còn 12 ngày","Ngày hết hạn nộp hồ sơ 15/05/2026"
"https://vieclam24h.vn/it-phan-mem/video-editor-c8p122id200797436.html?open_from=0201_3_12&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2026/03/25/img-1774422259342_177442226071.w-128.h-128.png?v=220513","Video Editor","Công Ty TNHH Gold Hup","9 - 15 triệu","TP.HCM","TP.HCM","Còn 13 ngày","Ngày hết hạn nộp hồ sơ 16/05/2026"
"https://vieclam24h.vn/it-phan-mem/media-executive-e-commerce-performance-c8p122id200813750.html?open_from=0201_3_13&search_id=8934079a3f634e9eeb36b3c501feb62a","","Media Executive (E-Commerce Performance)","Công Ty TNHH Engage Plus","10 - 15 triệu","TP.HCM","TP.HCM","Còn 28 ngày","Ngày hết hạn nộp hồ sơ 31/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/truong-phong-it-logistics-c7p122id200813716.html?open_from=0201_3_14&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/tvn/asset/home/img/employer/5d5cbe924fd22_1566359186.w-128.h-128.png?v=220513","Trưởng Phòng IT (Logistics)","Công Ty Cổ Phần Tư Vấn Và Thương Mại Kiến Vàng","30 - 38 triệu","TP.HCM","TP.HCM","Còn 27 ngày","Ngày hết hạn nộp hồ sơ 30/05/2026"
"https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-sales-khong-can-kinh-nghiem-c13p73id200794090.html?open_from=0201_3_15&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2026/03/23/12345_177425668037.w-128.h-128.png?v=220513","Nhân Viên Kinh Doanh (Sales) - Không Cần Kinh Nghiệm","Công Ty TNHH Đầu Tư Và Tư Vấn BĐS Thuận Phát","10 - 60 triệu","Hà Nội","Hà Nội","Còn 11 ngày","Ngày hết hạn nộp hồ sơ 14/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/chuyen-vien-phap-che-c7p73id200813300.html?open_from=0201_3_16&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2022/11/11/images/166815766292.w-128.h-128.png?v=220513","Chuyên Viên Pháp Chế","Văn Phòng Đại Diện Công Ty Cổ Phần Công Nghệ Truyền Thông Dts","14 - 18 triệu","Hà Nội","Hà Nội","Còn 20 ngày","Ngày hết hạn nộp hồ sơ 23/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-ky-thuat-kiem-soat-barrier-cong-ra-vao-c7p73id200813054.html?open_from=0201_3_17&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2025/07/10/img-1752139834247_175213983544.w-128.h-128.png?v=220513","Nhân Viên Kỹ Thuật Kiểm Soát Barrier Cổng Ra Vào","Công Ty TNHH Thiết Bị Công Nghệ Idsun","10 - 15 triệu","Hà Nội","Hà Nội","Còn 27 ngày","Ngày hết hạn nộp hồ sơ 30/05/2026"
"https://vieclam24h.vn/it-phan-mem/gia-nghia-dak-nong-chuyen-vien-it-c8p115id200812425.html?open_from=0201_3_18&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2024/11/25/LOGO%20VNVC%201_173250905526.w-128.h-128.png?v=220513","Gia Nghĩa Đắk Nông_ Chuyên Viên IT","Công Ty Cổ Phần Vacxin Việt Nam","Thoả thuận","Đắk Nông","Đắk Nông","Còn 89 ngày","Ngày hết hạn nộp hồ sơ 31/07/2026"
"https://vieclam24h.vn/it-phan-mem/account-manager-senior-google-cloud-c8p73id200812173.html?open_from=0201_3_19&search_id=8934079a3f634e9eeb36b3c501feb62a","","Account Manager (Senior) - Google Cloud","CÔNG TY TNHH CLOUD ACE","20 - 60 triệu","Hà Nội","Hà Nội","Còn 19 ngày","Ngày hết hạn nộp hồ sơ 22/05/2026"
"https://vieclam24h.vn/ke-toan/thuc-tap-sinh-ke-toan-trien-khai-phan-mem-c17p73id200812133.html?open_from=0201_3_20&search_id=8934079a3f634e9eeb36b3c501feb62a","","Thực Tập Sinh Kế Toán Triển Khai Phần Mềm","Công Ty Cổ Phần Global Ai","3 - 20 triệu","Hà Nội","Hà Nội","Còn 19 ngày","Ngày hết hạn nộp hồ sơ 22/05/2026"
"https://vieclam24h.vn/it-phan-mem/nhan-vien-it-support-ba-tester-c8p73id200811821.html?open_from=0201_3_21&search_id=8934079a3f634e9eeb36b3c501feb62a","","Nhân Viên IT Support / Ba / Tester","Công Ty Cổ Phần Hosco Việt Nam","7 - 15 triệu","Hà Nội","Hà Nội","Còn 19 ngày","Ngày hết hạn nộp hồ sơ 22/05/2026"
"https://vieclam24h.vn/buu-chinh-vien-thong/nhan-vien-ky-thuat-dien-tu-c38p122id200811769.html?open_from=0201_3_22&search_id=8934079a3f634e9eeb36b3c501feb62a","","Nhân Viên Kỹ Thuật Điện Tử","Công Ty TNHH Sản Xuất Xây Dựng Nội Thất Hoa Gia","10 - 15 triệu","TP.HCM","TP.HCM","Còn 28 ngày","Ngày hết hạn nộp hồ sơ 31/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/chuyen-vien-ky-thuat-phan-cung-mang-c7p122id200638420.html?open_from=0201_3_23&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/old_employer_avatar/images/f0555e2234b5ed367071686f2bc1e4d4_3279352_vieclam24h_1582104567.w-128.h-128.png?v=220513","Chuyên Viên Kỹ Thuật - Phần Cứng - Mạng","Công Ty TNHH TM DV Tin Học & Viễn Thông Hoàng Nhân","10 - 15 triệu","TP.HCM","TP.HCM","Còn 16 ngày","Ngày hết hạn nộp hồ sơ 19/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/ky-thuat-vien-lap-dat-c7p73id200811144.html?open_from=0201_3_24&search_id=8934079a3f634e9eeb36b3c501feb62a","","Kỹ Thuật Viên Lắp Đặt","CÔNG TY CỔ PHẦN CÔNG NGHỆ PHẦN MỀM MÔ PHỎNG HOẠ ĐỒ","8 - 11 triệu","Hà Nội","Hà Nội","Còn 16 ngày","Ngày hết hạn nộp hồ sơ 19/05/2026"
"https://vieclam24h.vn/it-phan-mem/quan-ly-du-an-pm-lancs-networks-c8p73id200776834.html?open_from=0201_3_25&search_id=8934079a3f634e9eeb36b3c501feb62a","","Quản Lý Dự Án PM - Lancs Networks","Công Ty Cổ Phần Công Nghệ Mạng Lancs Việt Nam (Lancs Networks)","15 - 30 triệu","Hà Nội","Hà Nội","Còn 11 ngày","Ngày hết hạn nộp hồ sơ 14/05/2026"
"https://vieclam24h.vn/it-phan-mem/ha-noi-product-manager-c8p73id200811201.html?open_from=0201_3_26&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2021/03/24/images/img_vieclam24h_vn_161657403290.w-128.h-128.png?v=220513","[Hà Nội] Product Manager","Công Ty TNHH Công Nghệ Ezcloud Toàn Cầu","35 - 60 triệu","Hà Nội","Hà Nội","Còn 19 ngày","Ngày hết hạn nộp hồ sơ 22/05/2026"
"https://vieclam24h.vn/it-phan-mem/backend-developer-golang-mid-senior-c8p73id200810292.html?open_from=0201_3_27&search_id=8934079a3f634e9eeb36b3c501feb62a","","Backend Developer (Golang) (Mid - Senior)","CÔNG TY CỔ PHẦN CÔNG NGHỆ LOOGIX","20 - 35 triệu","Hà Nội","Hà Nội","Còn 27 ngày","Ngày hết hạn nộp hồ sơ 30/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-kinh-doanh-c7p122id200810559.html?open_from=0201_3_28&search_id=8934079a3f634e9eeb36b3c501feb62a","","Nhân Viên Kinh Doanh","CÔNG TY TNHH GIỜ VÀNG","6 - 20 triệu","TP.HCM","TP.HCM","Còn 11 ngày","Ngày hết hạn nộp hồ sơ 14/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/ky-thuat-vien-lap-rap-c7p122id200530275.html?open_from=0201_3_29&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2022/04/25/images/165086949931.w-128.h-128.jpeg?v=220513","Kỹ Thuật Viên Lắp Ráp","Vpđd Inl International Technology Pte. Ltd. Tại Tp.HCM","9 - 11 triệu","TP.HCM","TP.HCM","Còn 18 ngày","Ngày hết hạn nộp hồ sơ 21/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/ky-thuat-vien-laptop-dien-thoai-c7p122id200779439.html?open_from=0201_3_30&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2023/01/03/images/167270913470.w-128.h-128.jpeg?v=220513","Kỹ Thuật Viên Laptop, Điện Thoại","Công Ty Cổ Phần Máy Tính Viện","13 - 39 triệu","TP.HCM","TP.HCM","Còn 15 ngày","Ngày hết hạn nộp hồ sơ 18/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-ky-thuat-sua-chua-dien-thoai-c7p122id200809932.html?open_from=0201_4_1&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/upload/files_cua_nguoi_dung/logo/2020/02/02/1822551_vieclam24h_1580655040.w-128.h-128.png?v=220513","Nhân Viên Kỹ Thuật Sửa Chữa Điện Thoại","Trung Tâm Capcuulaptop.Com - Công Ty Cổ Phần Đại Hào","12 - 25 triệu","TP.HCM","TP.HCM","Còn 12 ngày","Ngày hết hạn nộp hồ sơ 15/05/2026"
"https://vieclam24h.vn/it-phan-mem/nhan-vien-kiem-thu-phan-mem-c8p73id200809929.html?open_from=0201_4_2&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/tvn/images/default/2021/08/19/images/162935915053.w-128.h-128.jpeg?v=220513","Nhân Viên Kiểm Thử Phần Mềm","Công Ty Cổ Phần Truyền Số Liệu Việt Nam","10 - 15 triệu","Hà Nội","Hà Nội","Còn 17 ngày","Ngày hết hạn nộp hồ sơ 20/05/2026"
"https://vieclam24h.vn/hanh-chinh-thu-ky/dieu-phoi-vien-du-an-va-thuc-hien-hop-dong-c1p122id200809787.html?open_from=0201_4_3&search_id=8934079a3f634e9eeb36b3c501feb62a","","Điều Phối Viên Dự Án Và Thực Hiện Hợp Đồng","Công Ty TNHH Công Nghệ Hồng Cơ","10.4 - 15.6 triệu","TP.HCM","TP.HCM","Còn 27 ngày","Ngày hết hạn nộp hồ sơ 30/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/ky-thuat-lap-dat-may-cham-cong-khoa-tu-c7p122id200809496.html?open_from=0201_4_4&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/company-logo-medium/062018/76ce160f4ec9de9bdb60ddc29243f46c.w-128.h-128.JPG?v=220513","Kỹ Thuật Lắp Đặt Máy Chấm Công, Khóa Từ","Công Ty TNHH Công Nghệ & Thông Tin Thông Minh Việt Nam","8 - 14 triệu","TP.HCM","TP.HCM","Còn 28 ngày","Ngày hết hạn nộp hồ sơ 31/05/2026"
"https://vieclam24h.vn/it-phan-mem/ho-tro-va-huong-dan-su-dung-phan-mem-c8p73id200807942.html?open_from=0201_4_5&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2023/01/03/images/167272208584.w-128.h-128.jpeg?v=220513","Hỗ Trợ Và Hướng Dẫn Sử Dụng Phần Mềm","Công Ty Cổ Phần Quản Lý Hồ Sơ Điện Tử","5 - 10 triệu","Hà Nội","Hà Nội","Còn 11 ngày","Ngày hết hạn nộp hồ sơ 14/05/2026"
