"text-decoration-none href","rounded src","job-title","text-muted","mt-1","mt-1 2","badge","badge 2","badge 3"
"https://jobsgo.vn/viec-lam/nhan-vien-kinh-doanh-dich-vu-hosting-vps-thu-nhap-len-den-30-trieu-thang-26327576255.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/61333-200x200.jpg?v=1775531541","Nhân Viên Kinh Doanh Dịch Vụ Hosting/VPS (Thu Nhập Lên Đến 30 Triệu/ Tháng)","Công Ty Cổ Phần Giải Pháp Và Công Nghệ Vietnix","10 - 30 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 1 năm","16 phút trước"
"https://jobsgo.vn/viec-lam/chuyen-vien-phan-tich-ky-thuat-chuyen-sau-technical-ba-26422330517.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/1631-200x200.jpg?v=1753240259","Chuyên Viên Phân Tích (Kỹ Thuật Chuyên Sâu) - Technical Ba","Tổng Công ty cổ phần bảo hiểm Toàn Cầu","Thỏa thuận","Hồ Chí Minh","Full-time","Trên 4 năm","26 phút trước"
"https://jobsgo.vn/viec-lam/nhan-vien-kinh-doanh-phan-mem-software-sales-executive-thu-nhap-trung-binh-tu-15-trieu-an-khanh-quan-2-cu-26639825360.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/146831-200x200.jpg?v=1776852210","Nhân Viên Kinh Doanh Phần Mềm (Software Sales Executive) - Thu Nhập Trung Bình Từ 15 Triệu - An Khánh, Quận 2 (Cũ)","Công Ty Cổ Phần Lot","Từ 15 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 1 năm","6 phút trước"
"https://jobsgo.vn/viec-lam/nhan-vien-kinh-doanh-phan-mem-software-sales-b2b-hoa-hong-cao-26750630000.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/486504-200x200.jpg?v=1777437982","Nhân Viên Kinh Doanh Phần Mềm – Software Sales B2B/Hoa Hồng Cao","Công Ty Cổ Phần Lot","15 - 100 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","26 phút trước"
"https://jobsgo.vn/viec-lam/nhan-vien-tieng-nhat-n2-nhung-chua-co-nen-tang-it-non-it-lo-trinh-dao-tao-mien-phi-tro-thanh-ky-su-it-lam-viec-tai-nhat-ban-26672768014.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/30897-200x200.jpg?v=1776931231","Nhân Viên Tiếng Nhật (N2) Nhưng Chưa Có Nền Tảng IT (Non - IT) - Lộ Trình Đào Tạo Miễn Phí Trở Thành Kỹ Sư IT & Làm Việc Tại Nhật Bản.","Công Ty TNHH Evoltech Việt Nam","Thỏa thuận","Toàn quốc,...","Full-time","Không yêu cầu","56 phút trước"
"https://jobsgo.vn/viec-lam/dieu-phoi-du-an-quan-10-26015367887.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/407846-200x200.jpg?v=1769484964","Điều Phối Dự Án - Quận 10","Công Ty Cổ Phần Thiết Kế Green","Thỏa thuận","Hồ Chí Minh","Full-time","Dưới 5 năm","56 phút trước"
"https://jobsgo.vn/viec-lam/nhan-vien-kinh-doanh-tu-van-dich-vu-thiet-ke-data-co-san-thu-nhap-10-20-trieu-26044739264.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/80366-200x200.jpg?v=1739345590","Nhân Viên Kinh Doanh/ Tư Vấn Dịch Vụ Thiết Kế (Data Có Sẵn) Thu Nhập 10 - 20 Triệu","Công Ty Cổ Phần Vinaduy","10 - 20 triệu VNĐ","Hồ Chí Minh,","Full-time","Không yêu cầu","16 phút trước"
"https://jobsgo.vn/viec-lam/ky-thuat-vien-lap-dat-va-bao-tri-may-nha-khoa-26174948295.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/25533-200x200.jpg?v=1774607573","Kỹ Thuật Viên Lắp Đặt Và Bảo Trì Máy Nha Khoa","Công Ty TNHH Đầu Tư Công Nghệ Y Tế Vtech","12 - 15 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","36 phút trước"
"https://jobsgo.vn/viec-lam/ky-thuat-vien-sua-chua-dien-thoai-tai-ho-chi-minh-25571470377.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/150643-200x200.jpg?v=1763363728","Kỹ Thuật Viên Sửa Chữa Điện Thoại Tại Hồ Chí Minh","Công Ty TNHH Thương Mại Dịch Vụ Công Nghệ Số","8 - 12 triệu VNĐ","Hồ Chí Minh","Full-time","1 - 2 năm","56 phút trước"
"https://jobsgo.vn/viec-lam/nhan-vien-kinh-doanh-sales-hcm-binh-duong-26353770146.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/56628-200x200.jpg?v=1668496460","Nhân Viên Kinh Doanh/Sales (HCM, Bình Dương)","Công Ty TNHH Công Nghệ AKAS","20 - 25 triệu VNĐ","Bình Dương, Hồ Chí Minh","Full-time","Trên 1 năm","1 giờ trước"
"https://jobsgo.vn/viec-lam/nhan-vien-quan-ly-van-hanh-chuoi-cung-ung-supply-operations-specialist-mang-game-25526211570.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/347772-200x200.jpg?v=1757393554","Nhân Viên Quản Lý Vận Hành Chuỗi Cung Ứng (Supply Operations Specialist) - Mảng Game","Công Ty TNHH Phát Triển Gege Esports","8 - 18 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","6 phút trước"
"https://jobsgo.vn/viec-lam/chuyen-vien-phan-tich-nghiep-vu-business-analyst-lam-viec-tu-thu-hai-thu-sau-26444844499.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/378183-200x200.jpg?v=1768965104","Chuyên Viên Phân Tích Nghiệp Vụ - Business Analyst - Làm Việc Từ Thứ Hai - Thứ Sáu","Công Ty TNHH Công Nghệ Sao Đỏ","Thỏa thuận","Hồ Chí Minh","Full-time","Trên 1 năm","36 phút trước"
"https://jobsgo.vn/viec-lam/nhan-vien-chay-ads-26636050398.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/475830-200x200.jpg?v=1773720624","Nhân Viên Chạy Ads","Công Ty TNHH Catad Studio","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","6 phút trước"
"https://jobsgo.vn/viec-lam/nhan-vien-xu-ly-du-lieu-hinh-anh-ai-khong-yeu-cau-kinh-nghiem-25389701883.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/104656-200x200.jpg?v=1738577161","Nhân Viên Xử Lý Dữ Liệu Hình Ảnh AI – Không Yêu Cầu Kinh Nghiệm","Công Ty TNHH Alchera Việt Nam","6 - 10 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","56 phút trước"
"https://jobsgo.vn/viec-lam/nhan-vien-ky-thuat-lap-dat-camera-cau-hinh-mang-lam-viec-tai-quan-2-tphcm-26301816892.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/475559-200x200.jpg?v=1773380816","Nhân Viên Kỹ Thuật Lắp Đặt Camera, Cấu Hình Mạng (Làm Việc Tại Quận 2, TPHCM)","Công Ty Cổ Phần Thế Giới Thông Minh S & A Nhất Tâm","12 - 20 triệu VNĐ","Lào Cai, Bắc Ninh,...","Full-time","Trên 0.5 năm","56 phút trước"
"https://jobsgo.vn/viec-lam/nhan-vien-tu-van-phan-mem-website-quan-12-26675429498.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/397772-200x200.jpg?v=1765876574","Nhân Viên Tư Vấn Phần Mềm Website (Quận 12)","Công Ty TNHH Vina Software","7 - 30 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 0.5 năm","1 giờ trước"
"https://jobsgo.vn/viec-lam/ky-thuat-vien-sua-chua-may-tinh-thu-duc-nhan-viec-ngay-25792129127.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/300744-200x200.jpg?v=1746758272","Kỹ Thuật Viên Sửa Chữa Máy Tính – Thủ Đức (Nhận Việc Ngay)","Bệnh Viện Máy Tính Thủ Đức","7 - 10 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 0.5 năm","6 phút trước"
"https://jobsgo.vn/viec-lam/truong-phong-cong-nghe-thong-tin-luong-tu-25-trieu-thoa-thuan-theo-nang-luc-26341413256.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/63781-200x200.jpg?v=1773387292","Trưởng Phòng Công Nghệ Thông Tin - Lương Từ 25 Triệu Thỏa Thuận Theo Năng Lực","Công Ty TNHH Thương Mại Và Dịch Vụ Nhã Phượng","Từ 25 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 5 năm","6 phút trước"
"https://jobsgo.vn/viec-lam/seo-web-di-lam-ngay-25680115956.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/107441-200x200.jpg?v=1772523392","SEO Web - Đi Làm Ngay","Công Ty Cổ Phần Tàu Cao Tốc Phú Quốc","13 - 15 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 2 năm","16 phút trước"
"https://jobsgo.vn/viec-lam/crm-data-executive-chuyen-vien-du-lieu-crm-quan-3-hcm-nhan-viec-ngay-25761101112.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/18259-200x200.jpg?v=1767940569","CRM Data Executive (Chuyên Viên Dữ Liệu CRM) - Quận 3, HCM - Nhận Việc Ngay","Công Ty Cổ Phần Thương Mại Dịch Vụ Mầm Xanh","12 - 22 triệu VNĐ","Hồ Chí Minh","Full-time","1 - 4 năm","56 phút trước"
"https://jobsgo.vn/viec-lam/cloud-ai-solution-sales-representative-25726325293.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/96749-200x200.jpg?v=1772682146","Cloud & AI Solution Sales Representative","Công Ty TNHH NEAX","Thỏa thuận","Hồ Chí Minh","Full-time","1 - 3 năm","1 giờ trước"
"https://jobsgo.vn/viec-lam/nhan-vien-kinh-doanh-du-an-b2b-linh-vuc-it-network-25603992082.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/2899-200x200.jpg?v=1770275471","Nhân Viên Kinh Doanh Dự Án B2B - Lĩnh Vực IT, Network,...","Công ty Cổ Phần Nhà An Toàn","10 - 15 triệu VNĐ","Hồ Chí Minh, Hà Nội","Full-time","Dưới 5 năm","6 phút trước"
"https://jobsgo.vn/viec-lam/tro-ly-kinh-doanh-du-an-cong-nghe-thong-tin-25672050030.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/170205-200x200.jpg?v=1772071783","Trợ Lý Kinh Doanh Dự Án Công Nghệ Thông Tin","Công Ty TNHH Công Nghệ Và Thương Mại Unitas Việt Nam","10 - 15 triệu VNĐ","Hồ Chí Minh","Full-time","1 - 5 năm","6 phút trước"
"https://jobsgo.vn/viec-lam/thuc-tap-sinh-cong-nghe-thong-tin-fulltime-co-ho-tro-luong-moc-thuc-tap-dao-tao-26312381354.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/367240-200x200.jpg?v=1759910454","Thực Tập Sinh Công Nghệ Thông Tin (Fulltime) Có Hỗ Trợ Lương + Mộc Thực Tập + Đào Tạo","Công Ty TNHH Công Nghệ Phần Mềm Nasani","4 - 20 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","2 giờ trước"
"https://jobsgo.vn/viec-lam/chuyen-vien-quang-cao-marketing-ads-nganh-dien-thoai-luong-cung-up-to-25-trieu-binh-thanh-hcm-26703212132.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/479516-200x200.jpg?v=1776307790","Chuyên Viên Quảng Cáo/Marketing Ads (Ngành Điện Thoại) - Lương Cứng Up To 25 Triệu [Bình Thạnh, HCM]","Công Ty TNHH Công Nghệ Ngôi Sao Di Động Việt Nam","15 - 25 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 2 năm","3 giờ trước"
"https://jobsgo.vn/viec-lam/sale-phan-mem-kiotviet-thu-nhap-2050-trieu-thang-tai-tan-binh-25650323630.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/296-200x200.jpg?v=1753244017","Sale Phần Mềm Kiotviet – Thu Nhập 20–50 Triệu/Tháng Tại Tân Bình","Công Ty Cổ Phần Công Nghệ Kiotviet","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","16 phút trước"
"https://jobsgo.vn/viec-lam/maintenance-team-leader--binh-tan-hcm--id-28020-26523629857.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/1113-200x200.jpg?v=1748313639","MAINTENANCE TEAM LEADER- BÌNH TÂN, HCM- ID 28020","Công Ty TNHH Reeracoen Việt Nam","18 - 20 triệu VNĐ","Hồ Chí Minh","Full-time","4 - 5 năm","16 phút trước"
"https://jobsgo.vn/viec-lam/thuc-tap-sinh-kinh-doanh-san-thuong-mai-dien-tu-26736154786.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/15251-200x200.jpg?v=1661329351","Thực Tập Sinh Kinh Doanh Sàn Thương Mại Điện Tử","Công Ty Cổ Phần Nhanh.vn - Hồ Chí Minh","6 - 8 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","16 phút trước"
"https://jobsgo.vn/viec-lam/sales-executive-intern-fresher-25798117466.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/152484-200x200.jpg?v=1727163041","Sales Executive (Intern/Fresher)","Công Ty Cổ Phần Freshdi Việt Nam","Thỏa thuận","Hồ Chí Minh","Full-time","Không yêu cầu","26 phút trước"
"https://jobsgo.vn/viec-lam/thuc-tap-sinh-kiem-thu-phan-mem-qa-intern-26260007151.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/71832-200x200.jpg?v=1657512927","Thực Tập Sinh Kiểm Thử Phần Mềm (QA Intern)","Công Ty TNHH Kỹ Thuật Điện V.T.E.C.H","Thỏa thuận","Hồ Chí Minh","Full-time","Dưới 1 năm","36 phút trước"
"https://jobsgo.vn/viec-lam/nhan-vien-kinh-doanh-thu-nhap-khong-gioi-han-26504239045.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/49210-200x200.jpg?v=1754291476","Nhân Viên Kinh Doanh (Thu Nhập Không Giới Hạn)","Công Ty TNHH Giải Pháp Châu Á Thái Bình Dương Việt Nam","12 - 20 triệu VNĐ","Hồ Chí Minh","Full-time","2 - 5 năm","6 phút trước"
"https://jobsgo.vn/viec-lam/chuyen-vien-quang-cao-marketing-ads-nganh-dien-thoai-luong-cung-up-to-25-trieu-26701677705.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/479516-200x200.jpg?v=1776307790","Chuyên Viên Quảng Cáo/Marketing Ads (Ngành Điện Thoại) - Lương Cứng Up To 25 Triệu","Công Ty TNHH Công Nghệ Ngôi Sao Di Động Việt Nam","15 - 25 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 2 năm","36 phút trước"
"https://jobsgo.vn/viec-lam/thuc-tap-sinh-kinh-doanh-ho-tro-thu-thap-phan-tich-thong-tin-thi-truong-26296317397.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/118257-200x200.jpg?v=1775187399","Thực Tập Sinh Kinh Doanh (Hỗ Trợ Thu Thập & Phân Tích Thông Tin Thị Trường)","Công Ty TNHH Phố Văn Phòng","Từ 1 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","46 phút trước"
"https://jobsgo.vn/viec-lam/application-consultant-chuyen-vien-tu-van-trien-khai-he-thong-microsoft-dynamics-365-fo-bc-crm-25932454513.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/258240-200x200.jpg?v=1754555637","Application Consultant/Chuyên Viên Tư Vấn Triển Khai Hệ Thống (Microsoft Dynamics 365: Fo/Bc/Crm)","Công Ty Cổ Phần TNM Digital","20 - 55 triệu VNĐ","Hồ Chí Minh","Full-time","3 - 5 năm","6 phút trước"
"https://jobsgo.vn/viec-lam/nhan-vien-kinh-doanh-thu-nhap-len-den-20-trieu-26149039563.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/477174-200x200.jpg?v=1774580295","Nhân Viên Kinh Doanh - Thu Nhập Lên Đến 20 Triệu","Công Ty TNHH Thương Mại Dịch Vụ Thanh An","15 - 20 triệu VNĐ","Hồ Chí Minh","Full-time","1 - 1 năm","6 phút trước"
"https://jobsgo.vn/viec-lam/nhan-vien-khao-sat-thiet-ke-pm-luong-14-20-trieu-26183720329.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/65820-200x200.jpg?v=1754364719","Nhân Viên Khảo Sát, Thiết Kế (PM) - Lương 14-20 Triệu","Công Ty TNHH Đầu Tư TM – DV Viễn Thông TTC","14 - 20 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 2 năm","2 giờ trước"
"https://jobsgo.vn/viec-lam/nhan-vien-technical-seo-tai-ho-chi-minh-26183774645.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/267627-200x200.jpg?v=1738653130","Nhân Viên Technical SEO Tại Hồ Chí Minh","Công Ty Cổ Phần Không Gian Gốm Bát Tràng","Thỏa thuận","Hồ Chí Minh","Full-time","2 - 5 năm","2 giờ trước"
"https://jobsgo.vn/viec-lam/quan-ly-du-an-project-manager-26233758944.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/92369-200x200.jpg?v=1661826953","Quản Lý Dự Án (Project Manager)","Công Ty TNHH Ely Archi","Thỏa thuận","Hồ Chí Minh","Full-time","Trên 3 năm","2 giờ trước"
"https://jobsgo.vn/viec-lam/nhan-vien-tu-van-trien-khai-phan-mem-marketing-26248234158.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/480129-200x200.jpg?v=1775096093","Nhân Viên Tư Vấn Triển Khai Phần Mềm Marketing","Công Ty TNHH Công Nghệ Phần Mềm Nasani","7 - 14 triệu VNĐ","Hồ Chí Minh","Full-time","Không yêu cầu","2 giờ trước"
"https://jobsgo.vn/viec-lam/nhan-vien-ky-thuat-lap-dat-camera-cau-hinh-mang-lam-viec-tai-quan-2-tphcm-26256042083.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/475559-200x200.jpg?v=1773380816","Nhân Viên Kỹ Thuật Lắp Đặt Camera, Cấu Hình Mạng (Làm Việc Tại Quận 2, TPHCM)","Công Ty Cổ Phần Thế Giới Thông Minh S & A Nhất Tâm","12 - 20 triệu VNĐ","Lào Cai, Bắc Ninh,...","Full-time","0.5 - 1 năm","2 giờ trước"
"https://jobsgo.vn/viec-lam/nhan-vien-tu-van-ban-hang-binh-thanh-khong-yeu-cau-kinh-nghiem-26277062375.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/30859-200x200.jpg?v=1772702368","Nhân Viên Tư Vấn Bán Hàng (Bình Thạnh) - Không Yêu Cầu Kinh Nghiệm","Công ty TNHH Tin Học Ngôi Sao Lớn","8 - 15 triệu VNĐ","Hồ Chí Minh","Full-time","Dưới 2 năm","2 giờ trước"
"https://jobsgo.vn/viec-lam/chuyen-vien-kinh-doanh-giai-phap-do-xe-thong-minh-26281122496.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/1805-200x200.jpg?v=1487559440","Chuyên Viên Kinh Doanh Giải Pháp Đỗ Xe Thông Minh","Công ty TNHH thu phí tự động VETC","Thỏa thuận","Hồ Chí Minh","Full-time","2 - 5 năm","6 phút trước"
"https://jobsgo.vn/viec-lam/quan-ly-it-26284557983.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/33789-200x200.jpg?v=1753169667","Quản Lý IT","Công Ty TNHH Thực Phẩm Bình Vinh Sài Gòn","7 - 10 triệu VNĐ","Hồ Chí Minh","Full-time","1 - 2 năm","6 phút trước"
"https://jobsgo.vn/viec-lam/nhan-vien-ky-thuat-lap-dat-camera-cau-hinh-mang-lam-viec-tai-quan-2-tphcm-26302876054.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/89492-200x200.jpg?v=1739951062","Nhân Viên Kỹ Thuật Lắp Đặt Camera, Cấu Hình Mạng (Làm Việc Tại Quận 2, TPHCM)","JobsGO Recruit","12 - 20 triệu VNĐ","Lào Cai, Bắc Ninh,...","Full-time","Trên 0.5 năm","2 giờ trước"
"https://jobsgo.vn/viec-lam/giam-doc-du-an-26303813005.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/10654-200x200.jpg?v=1776155414","Giám Đốc Dự Án","Công Ty Cổ Phần Dịch Vụ Địa Ốc PQR","15 - 25 triệu VNĐ","Hồ Chí Minh","Full-time","2 - 3 năm","2 giờ trước"
"https://jobsgo.vn/viec-lam/ho-chi-minh-binh-duong-nhan-vien-sales-admin-26305510380.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/56628-200x200.jpg?v=1668496460","[Hồ Chí Minh – Bình Dương] Nhân Viên Sales Admin","Công Ty TNHH Công Nghệ AKAS","8 - 11 triệu VNĐ","Bình Dương, Hồ Chí Minh","Full-time","1 - 5 năm","2 giờ trước"
"https://jobsgo.vn/viec-lam/nhan-vien-ky-thuat-may-tinh-tan-binh-26314594731.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/30859-200x200.jpg?v=1772702368","Nhân Viên Kỹ Thuật Máy Tính Tân Bình","Công ty TNHH Tin Học Ngôi Sao Lớn","7 - 10 triệu VNĐ","Hồ Chí Minh","Full-time","1 - 2 năm","2 giờ trước"
"https://jobsgo.vn/viec-lam/chu-tri-kien-truc-26324588875.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/49210-200x200.jpg?v=1754291476","Chủ Trì Kiến Trúc","Công Ty TNHH Giải Pháp Châu Á Thái Bình Dương Việt Nam","Thỏa thuận","Hồ Chí Minh","Full-time","5 - 10 năm","2 giờ trước"
"https://jobsgo.vn/viec-lam/nhan-vien-kinh-doanh-dich-vu-hosting-vps-thu-nhap-len-den-30-trieu-thang-26325715932.html?ref_component=job_list__item","https://media.jobsgo.vn/media/img/employer/61333-200x200.jpg?v=1775531541","Nhân Viên Kinh Doanh Dịch Vụ Hosting/VPS (Thu Nhập Lên Đến 30 Triệu/ Tháng)","Công Ty Cổ Phần Giải Pháp Và Công Nghệ Vietnix","10 - 30 triệu VNĐ","Hồ Chí Minh","Full-time","Trên 1 năm","2 giờ trước"
